city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Rongjiawan,Rongjiawan,29.3801,113.1,China,CN,CHN,Hunan,minor,826000,1156795164
Butterworth,Butterworth,5.4171,100.4,Malaysia,MY,MYS,Pulau Pinang,,821652,1458469233
Bareilly,Bareilly,28.3454,79.42,India,IN,IND,Uttar Pradesh,,817000,1356698199
Xingyi,Xingyi,25.0904,104.89,China,CN,CHN,Guizhou,,816000,1156255316
Cebu City,Cebu City,10.32,123.9001,Philippines,PH,PHL,Cebu,admin,815000,1608136151
Wuhu,Wuhu,31.3504,118.37,China,CN,CHN,Anhui,minor,810000,1156315512
Langfang,Langfang,39.5204,116.68,China,CN,CHN,Hebei,,810000,1156109017
Rājshāhi,Rajshahi,24.375,88.605,Bangladesh,BD,BGD,Rājshāhi,admin,810000,1050547831
Zhaotong,Zhaotong,27.3204,103.72,China,CN,CHN,Yunnan,,809000,1156924687
Lingyuan,Lingyuan,41.24,119.4011,China,CN,CHN,Liaoning,,806000,1156184681
Quy Nhơn,Quy Nhon,13.78,109.18,Vietnam,VN,VNM,Bình Định,admin,805290,1704056461
Malang,Malang,-7.98,112.61,Indonesia,ID,IDN,Jawa Timur,,805000,1360141408
Alīgarh,Aligarh,27.8922,78.0618,India,IN,IND,Uttar Pradesh,,805000,1356076391
Baojishi,Baojishi,34.38,107.15,China,CN,CHN,Shaanxi,,800000,1156101096
Pekanbaru,Pekanbaru,0.565,101.425,Indonesia,ID,IDN,Riau,admin,799000,1360422679
Yingkou,Yingkou,40.6703,122.28,China,CN,CHN,Liaoning,minor,795000,1156257074
Bhiwandi,Bhiwandi,19.35,73.13,India,IN,IND,Mahārāshtra,,795000,1356763571
Liaoyang,Liaoyang,41.28,123.18,China,CN,CHN,Liaoning,,794000,1156202749
Jammu,Jammu,32.7118,74.8467,India,IN,IND,Jammu and Kashmīr,,791000,1356491738
Melaka,Melaka,2.2064,102.2465,Malaysia,MY,MYS,Melaka,admin,788706,1458467506
Morādābād,Moradabad,28.8418,78.7568,India,IN,IND,Uttar Pradesh,,787000,1356269375
Shaoxing,Shaoxing,30.0004,120.57,China,CN,CHN,Zhejiang,minor,777000,1156893449
Yichun,Yichun,47.6999,128.9,China,CN,CHN,Heilongjiang,minor,777000,1156757274
Mangalore,Mangalore,12.9,74.85,India,IN,IND,Karnātaka,,776632,1356972351
Cheongju,Cheongju,36.6439,127.5012,"Korea, South",KR,KOR,Chungbuk,admin,775096,1410964361
Zamboanga City,Zamboanga City,6.92,122.08,Philippines,PH,PHL,Zamboanga,admin,773000,1608189351
Fuyang,Fuyang,30.0533,119.9519,China,CN,CHN,Zhejiang,minor,771000,1156340393
Fuxin,Fuxin,42.0105,121.66,China,CN,CHN,Liaoning,,770000,1156141954
Shiyan,Shiyan,32.57,110.78,China,CN,CHN,Hubei,minor,770000,1156383921
Quetta,Quetta,30.22,67.025,Pakistan,PK,PAK,Balochistān,admin,768000,1586556108
Jincheng,Jincheng,35.5004,112.83,China,CN,CHN,Shanxi,minor,760000,1156163376
Hsinchu,Hsinchu,24.8168,120.9767,Taiwan,TW,TWN,Hsinchu,admin,750000,1158276420
Changhua,Changhua,24.0734,120.5134,Taiwan,TW,TWN,Changhua,admin,750000,1158439005
Kolhāpur,Kolhapur,16.7,74.22,India,IN,IND,Mahārāshtra,,750000,1356110593
Hegang,Hegang,47.4,130.37,China,CN,CHN,Heilongjiang,minor,743307,1156541759
Naga City,Naga City,13.6192,123.1814,Philippines,PH,PHL,Naga,admin,741635,1608775993
Ansan,Ansan,37.3481,126.8595,"Korea, South",KR,KOR,Gyeonggi,,739493,1410585171
Amrāvati,Amravati,20.95,77.77,India,IN,IND,Mahārāshtra,,734451,1356462099
Denpasar,Denpasar,-8.65,115.22,Indonesia,ID,IDN,Bali,admin,732344,1360848527
Beihai,Beihai,21.4804,109.1,China,CN,CHN,Guangxi,,728978,1156421449
Shaoguan,Shaoguan,24.8,113.58,China,CN,CHN,Guangdong,minor,720266,1156617066
Kumamoto,Kumamoto,32.8009,130.7006,Japan,JP,JPN,Kumamoto,admin,718232,1392106283
Xinpu,Xinpu,34.6004,119.17,China,CN,CHN,Jiangsu,minor,715600,1156035381
Dehra Dūn,Dehra Dun,30.3204,78.05,India,IN,IND,Uttarakhand,admin,714223,1356970407
Jeonju,Jeonju,35.8314,127.1404,"Korea, South",KR,KOR,Jeonbuk,minor,711424,1410494847
Qingyuan,Qingyuan,23.7004,113.0301,China,CN,CHN,Guangdong,minor,706717,1156135890
Changzhi,Changzhi,36.1839,113.1053,China,CN,CHN,Shanxi,minor,706000,1156057944
Shizuoka,Shizuoka,34.9858,138.3854,Japan,JP,JPN,Shizuoka,admin,701561,1392235505
Mālegaon,Malegaon,20.5604,74.525,India,IN,IND,Mahārāshtra,,690844,1356113556
Huangshi,Huangshi,30.22,115.1,China,CN,CHN,Hubei,minor,688090,1156234290
Nellore,Nellore,14.44,79.9899,India,IN,IND,Andhra Pradesh,,678004,1356280972
Gorakhpur,Gorakhpur,26.7504,83.38,India,IN,IND,Uttar Pradesh,,674246,1356190221
Ipoh,Ipoh,4.6,101.065,Malaysia,MY,MYS,Perak,admin,673318,1458423505
Utsunomiya,Utsunomiya,36.55,139.87,Japan,JP,JPN,Tochigi,admin,667752,1392506125
Puyang Chengguanzhen,Puyang Chengguanzhen,35.7004,114.98,China,CN,CHN,Henan,minor,666322,1156103317
Shimoga,Shimoga,13.9304,75.56,India,IN,IND,Karnātaka,,654055,1356016156
Biên Hòa,Bien Hoa,10.97,106.8301,Vietnam,VN,VNM,Đồng Nai,admin,652646,1704863046
Xiping,Xiping,25.6005,103.8166,China,CN,CHN,Yunnan,minor,652604,1156207794
Tiruppūr,Tiruppur,11.0804,77.33,India,IN,IND,Tamil Nādu ,,650000,1356539761
Yogyakarta,Yogyakarta,-7.78,110.375,Indonesia,ID,IDN,Yogyakarta,admin,636660,1360384833
Zhuozhou,Zhuozhou,39.5401,115.79,China,CN,CHN,Hebei,,628000,1156045160
Raurkela,Raurkela,22.2304,84.83,India,IN,IND,Odisha,,625831,1356096816
Nānded,Nanded,19.17,77.3,India,IN,IND,Mahārāshtra,,623708,1356722310
Bannu,Bannu,32.989,70.5986,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,622419,1586858934
Changping,Changping,40.2248,116.1944,China,CN,CHN,Beijing,,614821,1156166828
Palu,Palu,-0.907,119.833,Indonesia,ID,IDN,Sulawesi Tengah,admin,612445,1360518272
Taizhou,Taizhou,32.4904,119.9,China,CN,CHN,Jiangsu,minor,612356,1156119229
Xingtai,Xingtai,37.05,114.5,China,CN,CHN,Hebei,,611739,1156294952
Belgaum,Belgaum,15.865,74.505,India,IN,IND,Karnātaka,,608756,1356390535
Pontianak,Pontianak,-0.03,109.32,Indonesia,ID,IDN,Kalimantan Barat,admin,607311,1360992394
Banjarmasin,Banjarmasin,-3.33,114.5801,Indonesia,ID,IDN,Kalimantan Selatan,admin,603576,1360685223
Sāngli,Sangli,16.8604,74.575,India,IN,IND,Mahārāshtra,,601214,1356921375
Chānda,Chanda,19.97,79.3,India,IN,IND,Mahārāshtra,,595118,1356592607
Nagano,Nagano,36.65,138.17,Japan,JP,JPN,Nagano,admin,594311,1392603439
Vinh,Vinh,18.7,105.68,Vietnam,VN,VNM,Nghệ An,admin,593645,1704960059
Samarinda,Samarinda,-0.5,117.15,Indonesia,ID,IDN,Kalimantan Timur,admin,592228,1360684979
Ajmer,Ajmer,26.45,74.64,India,IN,IND,Rājasthān,,589985,1356058258
Anqing,Anqing,30.5,117.05,China,CN,CHN,Anhui,minor,580497,1156238875
Cuttack,Cuttack,20.47,85.8899,India,IN,IND,Odisha,,580000,1356872061
Hachiōji,Hachioji,35.6577,139.3261,Japan,JP,JPN,Tōkyō,,579399,1392172935
Bīkaner,Bikaner,28.0304,73.3299,India,IN,IND,Rājasthān,,576015,1356026593
Shihezi,Shihezi,44.3,86.0299,China,CN,CHN,Xinjiang,minor,573182,1156232270
Kuching,Kuching,1.53,110.33,Malaysia,MY,MYS,Sarawak,admin,570407,1458462262
Shuozhou,Shuozhou,39.3004,112.42,China,CN,CHN,Shanxi,minor,570000,1156227167
Niigata,Niigata,37.92,139.04,Japan,JP,JPN,Niigata,admin,569797,1392913753
Binjai,Binjai,3.6204,98.5001,Indonesia,ID,IDN,Sumatera Utara,,564979,1360884608
Wusong,Wusong,30.9504,117.78,China,CN,CHN,Anhui,minor,562832,1156264408
Weihai,Weihai,37.5,122.1,China,CN,CHN,Shandong,minor,560255,1156473300
Siping,Siping,43.17,124.33,China,CN,CHN,Jilin,,555609,1156063295
Kagoshima,Kagoshima,31.586,130.5611,Japan,JP,JPN,Kagoshima,admin,555352,1392120675
Surakarta,Surakarta,-7.565,110.825,Indonesia,ID,IDN,Jawa Tengah,,555308,1360853933
Bhāvnagar,Bhavnagar,21.7784,72.13,India,IN,IND,Gujarāt,,554978,1356982375
Bahawalpur,Bahawalpur,29.39,71.675,Pakistan,PK,PAK,Punjab,minor,552607,1586038700
Kanazawa,Kanazawa,36.56,136.64,Japan,JP,JPN,Ishikawa,admin,551249,1392684679
Jiujiang,Jiujiang,29.73,115.98,China,CN,CHN,Jiangxi,minor,545616,1156206041
Hisar,Hisar,29.17,75.725,India,IN,IND,Haryāna,,544829,1356004790
Kashgar,Kashgar,39.4763,75.9699,China,CN,CHN,Xinjiang,minor,543914,1156113193
Bilāspur,Bilaspur,22.0904,82.16,India,IN,IND,Chhattīsgarh,,543454,1356820491
Sargodha,Sargodha,32.0854,72.675,Pakistan,PK,PAK,Punjab,minor,542603,1586696588
Tinnevelly,Tinnevelly,8.7304,77.69,India,IN,IND,Tamil Nādu ,,542200,1356037155
Yangzhou,Yangzhou,32.4,119.43,China,CN,CHN,Jiangsu,,539715,1156818601
Ōtsu,Otsu,35.0064,135.8674,Japan,JP,JPN,Shiga,admin,536976,1392164106
Linxia Chengguanzhen,Linxia Chengguanzhen,35.6,103.2,China,CN,CHN,Gansu,minor,534555,1156043522
Matsuyama,Matsuyama,33.8455,132.7658,Japan,JP,JPN,Ehime,admin,533541,1392220893
Jiangmen,Jiangmen,22.5804,113.08,China,CN,CHN,Guangdong,minor,532419,1156105613
Guntūr,Guntur,16.33,80.45,India,IN,IND,Andhra Pradesh,,530577,1356374905
Cangzhou,Cangzhou,38.3204,116.87,China,CN,CHN,Hebei,,527681,1156698069
Kota Kinabalu,Kota Kinabalu,5.98,116.11,Malaysia,MY,MYS,Sabah,admin,527671,1458441859
Ji’an,Ji'an,27.1304,115,China,CN,CHN,Jiangxi,minor,520248,1156278215
Shashi,Shashi,30.32,112.23,China,CN,CHN,Hubei,,520000,1156254380
Shiliguri,Shiliguri,26.7204,88.455,India,IN,IND,West Bengal,,515574,1356724691
Banda Aceh,Banda Aceh,5.55,95.32,Indonesia,ID,IDN,Aceh,admin,513698,1360353144
Ujjain,Ujjain,23.1904,75.79,India,IN,IND,Madhya Pradesh,,513350,1356050735
Bukittinggi,Bukittinggi,-0.3031,100.3615,Indonesia,ID,IDN,Sumatera Barat,,506964,1360552560
Liaoyuan,Liaoyuan,42.9,125.13,China,CN,CHN,Jilin,,506548,1156249772
Kota Bharu,Kota Bharu,6.12,102.23,Malaysia,MY,MYS,Kelantan,admin,505583,1458150101
Davangere,Davangere,14.47,75.92,India,IN,IND,Karnātaka,,503564,1356445061
Pingtung,Pingtung,22.6817,120.4817,Taiwan,TW,TWN,Pingtung,admin,503530,1158209038
Akola,Akola,20.71,77.01,India,IN,IND,Mahārāshtra,,503502,1356089496
Taoyuan District,Taoyuan District,24.9889,121.3111,Taiwan,TW,TWN,Taoyuan,admin,500000,1158127875
Keelung,Keelung,25.1333,121.7333,Taiwan,TW,TWN,Keelung,admin,500000,1158820647
Pasuruan,Pasuruan,-7.6296,112.9,Indonesia,ID,IDN,Jawa Timur,,500000,1360084806
Chiayi,Chiayi,23.4755,120.4351,Taiwan,TW,TWN,Chiayi,admin,500000,1158867217
Thái Nguyên,Thai Nguyen,21.6,105.83,Vietnam,VN,VNM,Thái Nguyên,admin,500000,1704613715
Shuangyashan,Shuangyashan,46.6704,131.35,China,CN,CHN,Heilongjiang,,500000,1156245904
Tsu,Tsu,34.7171,136.5167,Japan,JP,JPN,Mie,admin,500000,1392082102
Mataram,Mataram,-8.5795,116.135,Indonesia,ID,IDN,Nusa Tenggara Barat,admin,499409,1360021952
Wuwei,Wuwei,37.928,102.641,China,CN,CHN,Gansu,minor,493092,1156760291
Yanji,Yanji,42.8823,129.5128,China,CN,CHN,Jilin,,488740,1156405468
Sahāranpur,Saharanpur,29.97,77.55,India,IN,IND,Uttar Pradesh,,484873,1356139858
Gulbarga,Gulbarga,17.35,76.82,India,IN,IND,Karnātaka,,483615,1356091187
Bhātpāra,Bhatpara,22.8504,88.52,India,IN,IND,West Bengal,,483129,1356022456
Shah Alam,Shah Alam,3.0667,101.55,Malaysia,MY,MYS,Selangor,admin,481654,1458194263
Zhaoqing,Zhaoqing,23.0504,112.45,China,CN,CHN,Guangdong,minor,480000,1156170144
Dhūlia,Dhulia,20.9,74.77,India,IN,IND,Mahārāshtra,,479073,1356224695
Sialkot City,Sialkot City,32.52,74.56,Pakistan,PK,PAK,Punjab,minor,477396,1586141444
Jiaojiangcun,Jiaojiangcun,28.6804,121.45,China,CN,CHN,Zhejiang,,471500,1156812073
Chaoyang,Chaoyang,41.5504,120.42,China,CN,CHN,Liaoning,,470296,1156706927
Udaipur,Udaipur,24.6,73.73,India,IN,IND,Rājasthān,,469737,1356266094
Iligan,Iligan,8.1712,124.2154,Philippines,PH,PHL,Iligan,admin,464599,1608000268
Dadukou,Dadukou,26.55,101.73,China,CN,CHN,Sichuan,minor,461513,1156901342
Jingdezhen,Jingdezhen,29.2704,117.18,China,CN,CHN,Jiangxi,minor,457298,1156038165
Jambi,Jambi,-1.59,103.61,Indonesia,ID,IDN,Jambi,admin,457090,1360645580
Hengshui,Hengshui,37.72,115.7,China,CN,CHN,Hebei,,456356,1156803028
Manado,Manado,1.48,124.85,Indonesia,ID,IDN,Sulawesi Utara,admin,451893,1360771278
Taihecun,Taihecun,45.8,130.85,China,CN,CHN,Heilongjiang,,450617,1156875484
Chengde,Chengde,40.9604,117.93,China,CN,CHN,Hebei,,449325,1156197800
Jiangguanchi,Jiangguanchi,34.0204,113.82,China,CN,CHN,Henan,minor,449258,1156235735
Ōita,Oita,33.2432,131.5979,Japan,JP,JPN,Ōita,admin,448907,1392081193
Baguio City,Baguio City,16.43,120.5699,Philippines,PH,PHL,Baguio,admin,447824,1608164766
Balikpapan,Balikpapan,-1.25,116.83,Indonesia,ID,IDN,Kalimantan Timur,,445905,1360500922
Bellary,Bellary,15.15,76.915,India,IN,IND,Karnātaka,,445388,1356209152
Tokushima,Tokushima,34.0674,134.5525,Japan,JP,JPN,Tokushima,admin,443760,1392795984
Wuzhou,Wuzhou,23.48,111.32,China,CN,CHN,Guangxi,minor,442315,1156620133
Wakayama,Wakayama,34.2231,135.1677,Japan,JP,JPN,Wakayama,admin,440006,1392907296
Mawlamyine,Mawlamyine,16.5004,97.67,Burma,MM,MMR,Mon State,admin,438861,1104530702
Guangyuan,Guangyuan,32.43,105.87,China,CN,CHN,Sichuan,,437435,1156084562
Tuticorin,Tuticorin,8.82,78.13,India,IN,IND,Tamil Nādu ,,436094,1356751023
Nagasaki,Nagasaki,32.765,129.885,Japan,JP,JPN,Nagasaki,admin,435455,1392162566
Pohang,Pohang,36.0209,129.3715,"Korea, South",KR,KOR,Gyeongbuk,minor,435266,1410983252
Bengkulu,Bengkulu,-3.8,102.27,Indonesia,ID,IDN,Bengkulu,admin,426673,1360191448
Kurnool,Kurnool,15.83,78.03,India,IN,IND,Andhra Pradesh,,424920,1356058372
Chaozhou,Chaozhou,23.68,116.63,China,CN,CHN,Guangdong,minor,424787,1156549118
Batangas,Batangas,13.7817,121.0217,Philippines,PH,PHL,Batangas,admin,424508,1608417616
Gaya,Gaya,24.8,85,India,IN,IND,Bihār,,423692,1356045727
Sukkur,Sukkur,27.7136,68.8486,Pakistan,PK,PAK,Sindh,minor,417767,1586383591
Luohe,Luohe,33.57,114.03,China,CN,CHN,Henan,minor,417356,1156330876
Meizhou,Meizhou,24.3005,116.12,China,CN,CHN,Guangdong,minor,414930,1156361028
Gifu,Gifu,35.4231,136.7628,Japan,JP,JPN,Gifu,admin,412895,1392097787
Nha Trang,Nha Trang,12.25,109.17,Vietnam,VN,VNM,Khánh Hòa,admin,411556,1704497901
Zhangjiakou Shi Xuanhua Qu,Zhangjiakou Shi Xuanhua Qu,40.5944,115.0243,China,CN,CHN,Hebei,minor,409745,1156240430
Jeju,Jeju,33.5101,126.5219,"Korea, South",KR,KOR,Jeju,admin,408364,1410364424
Ghulja,Ghulja,43.9,81.35,China,CN,CHN,Xinjiang,minor,403489,1156064979
Pasay City,Pasay City,14.5504,121,Philippines,PH,PHL,Pasay,admin,403064,1608448280
Sīkar,Sikar,27.6104,75.14,India,IN,IND,Rājasthān,,400000,1356163729
Jiangjiafan,Jiangjiafan,31.0304,112.1,China,CN,CHN,Hubei,,400000,1156352568
Tumkūr,Tumkur,13.33,77.1,India,IN,IND,Karnātaka,,399606,1356033724
Chiang Mai,Chiang Mai,18.8,98.98,Thailand,TH,THA,Chiang Mai,admin,397211,1764662886
Yuxi,Yuxi,24.38,102.57,China,CN,CHN,Yunnan,minor,396325,1156682309
Quilon,Quilon,8.9004,76.57,India,IN,IND,Kerala,,394163,1356304110
Sandakan,Sandakan,5.843,118.108,Malaysia,MY,MYS,Sabah,,392288,1458405180
Ahmadnagar,Ahmadnagar,19.1104,74.75,India,IN,IND,Mahārāshtra,,391760,1356972679
Bhīlwāra,Bhilwara,25.3504,74.635,India,IN,IND,Rājasthān,,389911,1356077831
Comilla,Comilla,23.4704,91.17,Bangladesh,BD,BGD,Chittagong,,389411,1050609330
Samut Prakan,Samut Prakan,13.6069,100.6115,Thailand,TH,THA,Samut Prakan,admin,388920,1764159228
Nizāmābād,Nizamabad,18.6704,78.1,India,IN,IND,Telangana,,388505,1356242168
Iloilo,Iloilo,10.705,122.545,Philippines,PH,PHL,Iloilo,admin,387681,1608875987
Baicheng,Baicheng,45.62,122.82,China,CN,CHN,Jilin,minor,386861,1156435764
Xichang,Xichang,27.88,102.3,China,CN,CHN,Sichuan,minor,379993,1156116456
Dezhou,Dezhou,37.4504,116.3,China,CN,CHN,Shandong,minor,379555,1156524080
Parbhani,Parbhani,19.2704,76.76,India,IN,IND,Mahārāshtra,,378326,1356632842
Zhoukou,Zhoukou,33.6304,114.63,China,CN,CHN,Henan,minor,377061,1156272098
Putian,Putian,25.4303,119.02,China,CN,CHN,Fujian,minor,376558,1156811601
Shillong,Shillong,25.5705,91.88,India,IN,IND,Meghālaya,admin,375527,1356533936
Lātūr,Latur,18.4004,76.57,India,IN,IND,Mahārāshtra,,374394,1356918265
Shache,Shache,38.4261,77.25,China,CN,CHN,Xinjiang,,373492,1156278934
Seremban,Seremban,2.7105,101.94,Malaysia,MY,MYS,Negeri Sembilan,admin,372917,1458051507
Quzhou,Quzhou,28.9704,118.87,China,CN,CHN,Zhejiang,,370000,1156180376
Rājapālaiyam,Rajapalaiyam,9.4204,77.58,India,IN,IND,Tamil Nādu ,,369991,1356110350
Longyan,Longyan,25.1804,117.03,China,CN,CHN,Fujian,minor,367896,1156012979
Kuantan,Kuantan,3.83,103.32,Malaysia,MY,MYS,Pahang,admin,366229,1458763489
Gorontalo,Gorontalo,0.55,123.07,Indonesia,ID,IDN,Gorontalo,admin,365497,1360408580
Larkana,Larkana,27.5618,68.2068,Pakistan,PK,PAK,Sindh,minor,364033,1586678302
Sanya,Sanya,18.2591,109.504,China,CN,CHN,Hainan,minor,362689,1156373900
Bhāgalpur,Bhagalpur,25.23,86.98,India,IN,IND,Bihār,,361548,1356760990
Shekhupura,Shekhupura,31.72,73.99,Pakistan,PK,PAK,Punjab,minor,361303,1586291726
Sungai Petani,Sungai Petani,5.6497,100.4793,Malaysia,MY,MYS,Kedah,,358499,1458639918
Iwaki,Iwaki,37.0553,140.89,Japan,JP,JPN,Fukushima,,357309,1392158088
Fuyu,Fuyu,45.1804,124.82,China,CN,CHN,Jilin,,356905,1156595629
Cà Mau,Ca Mau,9.1774,105.15,Vietnam,VN,VNM,Cà Mau,admin,356636,1704320474
Asahikawa,Asahikawa,43.755,142.38,Japan,JP,JPN,Hokkaidō,,356612,1392380358
Mirpur Khas,Mirpur Khas,25.5318,69.0118,Pakistan,PK,PAK,Sindh,minor,356435,1586156251
Wafangdian,Wafangdian,39.6259,121.996,China,CN,CHN,Liaoning,,355844,1156476417
Ambon,Ambon,-3.7167,128.2,Indonesia,ID,IDN,Maluku,admin,355596,1360756802
Hongzhai,Hongzhai,35.0476,104.6394,China,CN,CHN,Gansu,,355037,1156905289
Mito,Mito,36.3704,140.48,Japan,JP,JPN,Ibaraki,admin,353892,1392665227
Rahimyar Khan,Rahimyar Khan,28.4202,70.2952,Pakistan,PK,PAK,Punjab,,353203,1586136399
Hualien,Hualien,23.9837,121.6,Taiwan,TW,TWN,Hualien,admin,350468,1158174293
Kuala Terengganu,Kuala Terengganu,5.3304,103.12,Malaysia,MY,MYS,Terengganu,admin,350210,1458475563
Long Xuyên,Long Xuyen,10.3804,105.42,Vietnam,VN,VNM,An Giang,admin,350000,1704453892
Việt Trì,Viet Tri,21.3304,105.43,Vietnam,VN,VNM,Phú Thọ,admin,350000,1704332956
Yingmen,Yingmen,39.83,97.73,China,CN,CHN,Gansu,,350000,1156386711
Buôn Ma Thuột,Buon Ma Thuot,12.667,108.05,Vietnam,VN,VNM,Đắk Lắk,admin,349945,1704542086
Muzaffarnagar,Muzaffarnagar,29.485,77.695,India,IN,IND,Uttar Pradesh,,349706,1356592356
Maebashi,Maebashi,36.3927,139.0727,Japan,JP,JPN,Gunma,admin,344871,1392333295
Kohat,Kohat,33.6027,71.4327,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,343027,1586349992
Yeosu,Yeosu,34.7368,127.7458,"Korea, South",KR,KOR,Jeonnam,minor,341994,1410002025
Jhang City,Jhang City,31.2804,72.325,Pakistan,PK,PAK,Punjab,minor,341210,1586288677
Pematangsiantar,Pematangsiantar,2.9614,99.0615,Indonesia,ID,IDN,Sumatera Utara,,341200,1360769496
Tamuramachi-moriyama,Tamuramachi-moriyama,37.41,140.38,Japan,JP,JPN,Fukushima,,340560,1392675180
Aksu,Aksu,41.15,80.25,China,CN,CHN,Xinjiang,minor,340020,1156436913
Yucheng,Yucheng,29.9804,103.08,China,CN,CHN,Sichuan,minor,340000,1156817119
Tieling,Tieling,42.3004,123.82,China,CN,CHN,Liaoning,,340000,1156089994
Kawagoe,Kawagoe,35.9177,139.4911,Japan,JP,JPN,Saitama,,337931,1392825080
Jitpur,Jitpur,27.6666,85.3333,Nepal,NP,NPL,,,337785,1524593184
Phan Thiết,Phan Thiet,10.9337,108.1001,Vietnam,VN,VNM,Bình Thuận,admin,336846,1704221456
Alor Setar,Alor Setar,6.1133,100.3729,Malaysia,MY,MYS,Kedah,admin,336475,1458273978
Kōchi,Kochi,33.5624,133.5375,Japan,JP,JPN,Kōchi,admin,335570,1392086071
Nakhon Ratchasima,Nakhon Ratchasima,15,102.1,Thailand,TH,THA,Nakhon Ratchasima,admin,334984,1764752197
Takamatsu,Takamatsu,34.3447,134.0448,Japan,JP,JPN,Kagawa,admin,334223,1392427161
Muzaffarpur,Muzaffarpur,26.1204,85.3799,India,IN,IND,Bihār,,333200,1356897425
Toyama,Toyama,36.7,137.23,Japan,JP,JPN,Toyama,admin,332812,1392000560
Hangu,Hangu,39.232,117.777,China,CN,CHN,Tianjin,,332793,1156202457
Heyuan,Heyuan,23.7304,114.68,China,CN,CHN,Guangdong,minor,330961,1156665165
Mathura,Mathura,27.5,77.67,India,IN,IND,Uttar Pradesh,,330511,1356066081
Mymensingh,Mymensingh,24.7504,90.38,Bangladesh,BD,BGD,Mymensingh,admin,330126,1050399881
Baishan,Baishan,41.9,126.43,China,CN,CHN,Jilin,minor,330000,1156960624
Patiāla,Patiala,30.3204,76.385,India,IN,IND,Punjab,,329224,1356458416
Saugor,Saugor,23.8504,78.75,India,IN,IND,Madhya Pradesh,,328240,1356781800
Brahmapur,Brahmapur,19.32,84.8,India,IN,IND,Odisha,,324726,1356569354
Miyazaki,Miyazaki,31.9182,131.4184,Japan,JP,JPN,Miyazaki,admin,324384,1392216224
Chenzhou,Chenzhou,25.8004,113.0301,China,CN,CHN,Hunan,minor,322997,1156291915
Shāhjānpur,Shahjanpur,27.8804,79.905,India,IN,IND,Uttar Pradesh,,320434,1356415439
Legazpi City,Legazpi City,13.17,123.75,Philippines,PH,PHL,Albay,admin,320081,1608693683
Akita,Akita,39.71,140.09,Japan,JP,JPN,Akita,admin,320069,1392129688
Hat Yai,Hat Yai,6.9964,100.4714,Thailand,TH,THA,Songkhla,minor,317954,1764161022
Rohtak,Rohtak,28.9,76.58,India,IN,IND,Haryāna,,317245,1356162915
Angeles City,Angeles City,15.1451,120.5451,Philippines,PH,PHL,Angeles,admin,314493,1608036027
Ningde,Ningde,26.6804,119.5301,China,CN,CHN,Fujian,minor,314077,1156909802
Sambalpur,Sambalpur,21.4704,83.9701,India,IN,IND,Odisha,,310852,1356772339
Ratlām,Ratlam,23.3504,75.03,India,IN,IND,Madhya Pradesh,,307229,1356241663
Tawau,Tawau,4.271,117.896,Malaysia,MY,MYS,Sabah,,306462,1458745722
Fīrozābād,Firozabad,27.15,78.3949,India,IN,IND,Uttar Pradesh,,306409,1356031978
Rājahmundry,Rajahmundry,17.0303,81.79,India,IN,IND,Andhra Pradesh,,304804,1356831716
Olongapo,Olongapo,14.8296,120.2828,Philippines,PH,PHL,Olongapo,admin,304388,1608001640
Wenlan,Wenlan,23.3619,103.4061,China,CN,CHN,Yunnan,minor,303341,1156385754
Hakodate,Hakodate,41.795,140.74,Japan,JP,JPN,Hokkaidō,,302984,1392708558
Barddhamān,Barddhaman,23.2504,87.865,India,IN,IND,West Bengal,,301725,1356062166
Gujrat,Gujrat,32.58,74.08,Pakistan,PK,PAK,Punjab,minor,301506,1586006990
Kumul,Kumul,42.827,93.515,China,CN,CHN,Xinjiang,minor,300848,1156131545
Mardan,Mardan,34.2,72.04,Pakistan,PK,PAK,Khyber Pakhtunkhwa,minor,300424,1586001546
Bīdar,Bidar,17.9229,77.5175,India,IN,IND,Karnātaka,,300136,1356933453
Rạch Giá,Rach Gia,10.0154,105.0914,Vietnam,VN,VNM,Kiến Giang,admin,300000,1704872008
Sóc Trăng,Soc Trang,9.6037,105.98,Vietnam,VN,VNM,Sóc Trăng,admin,300000,1704758756
Jember,Jember,-8.1727,113.6873,Indonesia,ID,IDN,Jawa Timur,minor,298585,1360316553
Aomori,Aomori,40.825,140.71,Japan,JP,JPN,Aomori,admin,298394,1392083898
Rāmpur,Rampur,28.8154,79.025,India,IN,IND,Uttar Pradesh,,296418,1356666569
Morioka,Morioka,39.72,141.13,Japan,JP,JPN,Iwate,admin,295172,1392981957
Fukushima,Fukushima,37.74,140.47,Japan,JP,JPN,Fukushima,admin,294237,1392570027
Kākināda,Kakinada,16.9675,82.2375,India,IN,IND,Andhra Pradesh,,292923,1356573609
Pānīpat,Panipat,29.4004,76.97,India,IN,IND,Haryāna,,292808,1356526780
Khammam,Khammam,17.2804,80.1601,India,IN,IND,Telangana,,290839,1356007170
Kasur,Kasur,31.1254,74.455,Pakistan,PK,PAK,Punjab,minor,290643,1586858135
Hong’an,Hong'an,47.21,123.61,China,CN,CHN,Heilongjiang,minor,289999,1156999688
Bhuj,Bhuj,23.2504,69.81,India,IN,IND,Gujarāt,,289429,1356806356
